#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
2	NC_032090.1	875525	876382	+	3637331	-	CAALFM_C204160WA	XP_720929.1	285	hypothetical protein CAALFM_C204160WA
2	NC_032090.1	876638	876868	-	30515111	-	CAALFM_C204170CA	XP_019330768.1	76	hypothetical protein CAALFM_C204170CA
2	NC_032090.1	877101	878081	-	3637330	-	CAALFM_C204180CA	XP_720928.2	326	hypothetical protein CAALFM_C204180CA
2	NC_032090.1	878553	879968	-	3637329	UGA1	CAALFM_C204190CA	XP_720927.2	471	4-aminobutyrate transaminase
2	NC_032090.1	880756	883416	+	3637327	TBF1	CAALFM_C204200WA	XP_720925.2	886	Tbf1p
2	NC_032090.1	884415	885788	+	3637358	STE4	CAALFM_C204210WA	XP_720923.2	457	G protein subunit beta
2	NC_032090.1	886061	886970	-	3637357	TAF14	CAALFM_C204220CA	XP_019330769.1	263	TATA-binding protein-associated factor
2	NC_032090.1	887776	888957	+	3637356	BAT21	CAALFM_C204230WA	XP_720921.1	393	branched-chain-amino-acid transaminase
2	NC_032090.1	889091	890104	-	3637355	HYM1	CAALFM_C204240CA	XP_720920.1	337	Hym1p
2	NC_032090.1	890702	892699	+	3637354	VPS36	CAALFM_C204250WA	XP_720919.1	665	ESCRT-II subunit protein
2	NC_032090.1	893030	894856	+	3637353	SSN3	CAALFM_C204260WA	XP_720918.2	608	cyclin-dependent serine/threonine protein kinase
2	NC_032090.1	895055	896074	+	3637352	CAK1	CAALFM_C204270WA	XP_720917.2	339	cyclin-dependent protein kinase-activating kinase
2	NC_032090.1	897773	900651	+	3637326	-	CAALFM_C204280WA	XP_019330770.1	697	hypothetical protein CAALFM_C204280WA
2	NC_032090.1	899422	900651	+	3648277	RIM11	CAALFM_C204290WA	XP_710126.1	409	serine/threonine protein kinase
2	NC_032090.1	900914	901672	-	3648276	-	CAALFM_C204300CA	XP_710125.1	252	hypothetical protein CAALFM_C204300CA
2	NC_032090.1	902492	903700	+	3648275	ERG10	CAALFM_C204310WA	XP_710124.1	402	acetyl-CoA C-acetyltransferase
2	NC_032090.1	903918	905699	+	3648274	-	CAALFM_C204320WA	XP_710123.2	593	hypothetical protein CAALFM_C204320WA
2	NC_032090.1	905838	906848	-	3645453	-	CAALFM_C204330CA	XP_712946.1	336	hypothetical protein CAALFM_C204330CA
2	NC_032090.1	907655	908230	-	3645452	-	CAALFM_C204340CA	XP_712945.1	191	gluconokinase
2	NC_032090.1	908645	910807	-	3645451	SUV3	CAALFM_C204350CA	XP_712944.2	720	ATP-dependent RNA helicase
2	NC_032090.1	911437	914340	+	3645461	-	CAALFM_C204360WA	XP_712943.1	967	non-specific serine/threonine protein kinase
2	NC_032090.1	914705	915937	+	3645460	-	CAALFM_C204370WA	XP_712942.1	410	hypothetical protein CAALFM_C204370WA
2	NC_032090.1	916040	917584	-	3645459	-	CAALFM_C204380CA	XP_712941.1	514	tetrahydrofolate synthase
2	NC_032090.1	918662	919405	+	3645458	-	CAALFM_C204390WA	XP_712940.1	247	hypothetical protein CAALFM_C204390WA
2	NC_032090.1	920773	921963	+	3645457	-	CAALFM_C204400WA	XP_712939.1	396	hypothetical protein CAALFM_C204400WA
2	NC_032090.1	922531	924594	+	3645455	-	CAALFM_C204410WA	XP_712937.2	687	hypothetical protein CAALFM_C204410WA
2	NC_032090.1	925532	927565	+	3645454	IFA4	CAALFM_C204420WA	XP_712936.2	677	Ifa4p
2	NC_032090.1	928590	928910	+	3645469	-	CAALFM_C204430WA	XP_712935.1	106	hypothetical protein CAALFM_C204430WA
2	NC_032090.1	928957	929604	+	3645468	-	CAALFM_C204440WA	XP_712934.2	216	hypothetical protein CAALFM_C204440WA, partial
2	NC_032090.1	929893	930708	+	3645467	-	CAALFM_C204450WA	XP_712933.2	271	hypothetical protein CAALFM_C204450WA
2	NC_032090.1	931947	933200	+	3645466	LYS22	CAALFM_C204460WA	XP_712932.1	417	Lys22p
2	NC_032090.1	935501	936349	+	3645465	ADH3	CAALFM_C204470WA	XP_712931.1	282	Adh3p
2	NC_032090.1	937444	938493	+	3645464	-	CAALFM_C204480WA	XP_712930.2	349	hypothetical protein CAALFM_C204480WA
2	NC_032090.1	938705	939382	+	3645463	-	CAALFM_C204490WA	XP_712929.2	225	hypothetical protein CAALFM_C204490WA
2	NC_032090.1	940654	946401	+	3645462	-	CAALFM_C204500WA	XP_712928.2	1915	DNA-binding ATPase
2	NC_032090.1	946908	948107	+	3645448	RIM2	CAALFM_C204510WA	XP_712925.1	399	Rim2p
2	NC_032090.1	948352	949059	-	3645447	-	CAALFM_C204520CA	XP_712924.1	235	hypothetical protein CAALFM_C204520CA
2	NC_032090.1	949282	950001	+	3645446	MED8	CAALFM_C204530WA	XP_712923.2	239	Med8p
2	NC_032090.1	950284	951336	-	3645445	GDT1	CAALFM_C204540CA	XP_712922.2	350	putative ribosome biosynthesis protein
2	NC_032090.1	952424	953896	-	3645444	NDH51	CAALFM_C204550CA	XP_712921.1	490	Ndh51p
2	NC_032090.1	955040	956479	+	3645443	KTR2	CAALFM_C204560WA	XP_712920.1	479	mannosyltransferase
2	NC_032090.1	956813	958096	+	3645441	-	CAALFM_C204570WA	XP_712918.2	427	hypothetical protein CAALFM_C204570WA
2	NC_032090.1	958569	959624	+	3645440	ERG20	CAALFM_C204580WA	XP_712917.2	351	bifunctional (2E,6E)-farnesyl diphosphate synthase/dimethylallyltranstransferase
2	NC_032090.1	959841	960128	-	30515112	QCR8	CAALFM_C204590CA	XP_019330771.1	95	ubiquinol--cytochrome-c reductase subunit 8
2	NC_032090.1	961320	961877	-	3645439	RPL17B	CAALFM_C204600CA	XP_712916.1	185	ribosomal 60S subunit protein L17B
2	NC_032090.1	965382	968297	+	3645438	-	CAALFM_C204620WA	XP_712915.2	971	hypothetical protein CAALFM_C204620WA
2	NC_032090.1	971681	974749	-	3647798	SNU114	CAALFM_C204640CA	XP_710595.2	1022	U5 snRNP GTPase
2	NC_032090.1	975240	976046	-	3647800	RPB4	CAALFM_C204650CA	XP_710597.2	268	DNA-directed RNA polymerase II subunit
2	NC_032090.1	976775	979204	-	3647801	YAK1	CAALFM_C204660CA	XP_710598.2	809	serine/threonine protein kinase
2	NC_032090.1	979878	980315	+	3647789	-	CAALFM_C204670WA	XP_710600.2	145	hypothetical protein CAALFM_C204670WA
2	NC_032090.1	981049	981513	+	3647790	TIM17	CAALFM_C204680WA	XP_710601.1	154	protein transporter
2	NC_032090.1	982318	984330	-	3647791	TPO5	CAALFM_C204690CA	XP_710602.2	670	Tpo5p
2	NC_032090.1	984870	985955	-	3647794	-	CAALFM_C204700CA	XP_710605.2	361	hypothetical protein CAALFM_C204700CA
2	NC_032090.1	986357	987391	-	3647795	URE2	CAALFM_C204710CA	XP_710606.1	344	Ure2p
2	NC_032090.1	988585	990066	-	3647796	FGR51	CAALFM_C204720CA	XP_710607.2	493	Fgr51p
2	NC_032090.1	991582	993189	+	3647787	-	CAALFM_C204730WA	XP_710621.1	535	hypothetical protein CAALFM_C204730WA
2	NC_032090.1	993261	994097	-	3647786	-	CAALFM_C204740CA	XP_710620.2	278	hypothetical protein CAALFM_C204740CA
2	NC_032090.1	995291	996994	+	3647785	-	CAALFM_C204750WA	XP_710619.2	567	hypothetical protein CAALFM_C204750WA
2	NC_032090.1	997716	1000391	+	3647784	KIC1	CAALFM_C204760WA	XP_710618.1	891	putative serine/threonine protein kinase
2	NC_032090.1	1000715	1001686	+	3647783	-	CAALFM_C204770WA	XP_710617.1	324	hypothetical protein CAALFM_C204770WA, partial
2	NC_032090.1	1001834	1004284	+	3647781	-	CAALFM_C204780WA	XP_710615.2	816	hypothetical protein CAALFM_C204780WA
2	NC_032090.1	1004405	1005511	-	3647779	-	CAALFM_C204790CA	XP_710613.2	368	mitochondrial 37S ribosomal protein MRP51
2	NC_032090.1	1005765	1007186	-	3647778	MDM10	CAALFM_C204800CA	XP_710612.2	473	Mdm10p
2	NC_032090.1	1007626	1008294	+	3647777	HIS3	CAALFM_C204810WA	XP_710611.1	222	imidazoleglycerol-phosphate dehydratase
2	NC_032090.1	1008544	1009959	+	3647776	-	CAALFM_C204820WA	XP_710610.2	471	hypothetical protein CAALFM_C204820WA
2	NC_032090.1	1010657	1011961	+	3648115	-	CAALFM_C204830WA	XP_710286.2	434	hypothetical protein CAALFM_C204830WA
2	NC_032090.1	1013027	1014433	-	3648114	-	CAALFM_C204850CA	XP_019330772.1	442	hypothetical protein CAALFM_C204850CA
2	NC_032090.1	1015779	1017017	+	3648113	PZF1	CAALFM_C204860WA	XP_710284.1	412	Pzf1p
2	NC_032090.1	1017114	1021940	-	3648111	-	CAALFM_C204870CA	XP_710282.2	1608	hypothetical protein CAALFM_C204870CA
2	NC_032090.1	1023076	1023824	-	3643411	ARH2	CAALFM_C204880CA	XP_714880.2	249	NADPH-adrenodoxin reductase, partial
2	NC_032090.1	1027317	1029554	-	3643414	CRK1	CAALFM_C204930CA	XP_714883.2	745	cyclin-dependent serine/threonine protein kinase
2	NC_032090.1	1030003	1031667	-	3643440	ITR1	CAALFM_C204940CA	XP_714885.1	554	myo-inositol transporter
2	NC_032090.1	1032788	1033654	-	3643441	CYT1	CAALFM_C204950CA	XP_714886.1	288	ubiquinol--cytochrome-c reductase catalytic subunit
2	NC_032090.1	1034743	1035171	-	3643442	-	CAALFM_C204960CA	XP_714887.2	142	hypothetical protein CAALFM_C204960CA
2	NC_032090.1	1036592	1038424	+	3643443	ABP2	CAALFM_C204970WA	XP_714888.2	610	Abp2p
2	NC_032090.1	1038614	1039603	-	3643444	CKA2	CAALFM_C204980CA	XP_714889.1	329	casein kinase 2 catalytic subunit
2	NC_032090.1	1040068	1040901	+	3643445	-	CAALFM_C204990WA	XP_714890.1	277	hypothetical protein CAALFM_C204990WA
2	NC_032090.1	1040957	1041808	-	3643446	MRPL10	CAALFM_C205000CA	XP_714891.1	283	mitochondrial 54S ribosomal protein YmL10/YmL18
2	NC_032090.1	1042890	1043339	+	3643447	-	CAALFM_C205020WA	XP_714892.1	149	hypothetical protein CAALFM_C205020WA
2	NC_032090.1	1043453	1044176	-	3643448	RHO3	CAALFM_C205030CA	XP_019330773.1	210	Rho family GTPase
2	NC_032090.1	1044709	1045575	-	3643449	-	CAALFM_C205040CA	XP_714894.1	288	hypothetical protein CAALFM_C205040CA
2	NC_032090.1	1045870	1047258	-	3643450	-	CAALFM_C205050CA	XP_714895.1	462	glucose N-acetyltransferase
2	NC_032090.1	1047799	1048197	-	3643451	-	CAALFM_C205060CA	XP_714896.1	132	sulfiredoxin
2	NC_032090.1	1049141	1051390	+	3643452	FRE9	CAALFM_C205070WA	XP_714897.1	749	Fre9p
2	NC_032090.1	1051686	1052672	-	3643453	-	CAALFM_C205080CA	XP_714898.1	328	25S rRNA (adenine2142-N1)-methyltransferase
2	NC_032090.1	1052876	1055224	+	3643454	MAK5	CAALFM_C205090WA	XP_714899.2	782	putative ATP-dependent RNA helicase
2	NC_032090.1	1055350	1056660	-	3643455	ERF1	CAALFM_C205100CA	XP_714900.1	436	translation termination factor eRF1
2	NC_032090.1	1056968	1058287	+	3643456	LEM3	CAALFM_C205110WA	XP_714901.2	439	Lem3p
2	NC_032090.1	1058903	1060021	+	3643458	-	CAALFM_C205130WA	XP_714903.1	372	hypothetical protein CAALFM_C205130WA
2	NC_032090.1	1060271	1063651	+	3643459	CDC15	CAALFM_C205140WA	XP_714904.1	1126	serine/threonine protein kinase
2	NC_032090.1	1063895	1065157	+	3643460	PEX2	CAALFM_C205150WA	XP_714905.1	420	ubiquitin-protein ligase peroxin 2
2	NC_032090.1	1065176	1067179	-	3643461	-	CAALFM_C205160CA	XP_714906.2	667	hypothetical protein CAALFM_C205160CA
2	NC_032090.1	1067412	1068083	+	3643462	-	CAALFM_C205170WA	XP_714907.1	223	hypothetical protein CAALFM_C205170WA
2	NC_032090.1	1068935	1069132	+	30515117	WH11	CAALFM_C205180WA	XP_019330774.1	65	Wh11p
2	NC_032090.1	1069505	1070452	+	3643463	CDC21	CAALFM_C205190WA	XP_714908.1	315	thymidylate synthase
2	NC_032090.1	1070553	1071908	-	3643464	SGO1	CAALFM_C205200CA	XP_714909.2	451	Sgo1p
2	NC_032090.1	1072110	1072487	+	3643465	DAD2	CAALFM_C205210WA	XP_714910.1	125	Dad2p
2	NC_032090.1	1072541	1075639	-	3643466	-	CAALFM_C205220CA	XP_714911.2	1032	hypothetical protein CAALFM_C205220CA
2	NC_032090.1	1076054	1077037	-	3643467	RPF2	CAALFM_C205230CA	XP_714912.1	327	rRNA-binding ribosome biosynthesis protein
2	NC_032090.1	1077700	1079013	-	3643468	AAT1	CAALFM_C205250CA	XP_714913.1	437	aspartate transaminase
2	NC_032090.1	1083758	1086160	+	3643469	BUD14	CAALFM_C205260WA	XP_714914.2	800	protein phosphatase regulator
2	NC_032090.1	1086618	1089464	+	3643470	-	CAALFM_C205270WA	XP_714915.2	948	hypothetical protein CAALFM_C205270WA
2	NC_032090.1	1089779	1090675	-	3643471	GPI19	CAALFM_C205280CA	XP_714916.1	298	phosphatidylinositol N-acetylglucosaminyltransferase
2	NC_032090.1	1090726	1091367	-	3643472	-	CAALFM_C205290CA	XP_714917.1	213	hypothetical protein CAALFM_C205290CA
2	NC_032090.1	1091743	1092969	-	3643423	-	CAALFM_C205300CA	XP_019330775.1	314	mitochondrial 37S ribosomal protein MRPS35
2	NC_032090.1	1093474	1095444	+	3643424	CDC7	CAALFM_C205320WA	XP_714920.1	656	serine/threonine protein kinase
2	NC_032090.1	1095605	1097107	-	3643426	-	CAALFM_C205330CA	XP_714922.2	500	hypothetical protein CAALFM_C205330CA
2	NC_032090.1	1097889	1098899	-	3643427	RPC40	CAALFM_C205340CA	XP_714923.2	336	DNA-directed RNA polymerase core subunit
2	NC_032090.1	1099417	1100277	-	3643428	-	CAALFM_C205350CA	XP_714924.1	286	hypothetical protein CAALFM_C205350CA
2	NC_032090.1	1100492	1101952	-	3643430	BIO32	CAALFM_C205360CA	XP_714926.1	486	Bio32p
2	NC_032090.1	1102511	1104064	-	3643431	RXT3	CAALFM_C205370CA	XP_714927.2	517	Rxt3p
2	NC_032090.1	1106562	1107680	+	3643432	-	CAALFM_C205380WA	XP_714928.2	372	hypothetical protein CAALFM_C205380WA
2	NC_032090.1	1107956	1108372	-	3643434	-	CAALFM_C205390CA	XP_714930.1	138	hypothetical protein CAALFM_C205390CA
2	NC_032090.1	1108620	1109912	+	3643435	-	CAALFM_C205400WA	XP_714931.2	430	hypothetical protein CAALFM_C205400WA
2	NC_032090.1	1110394	1111214	+	30515120	-	CAALFM_C205410WA	XP_019330776.1	112	ribosomal 60S subunit protein L31B
2	NC_032090.1	1112792	1116265	+	3643436	PEX6	CAALFM_C205440WA	XP_714932.1	1157	AAA family ATPase peroxin 6
2	NC_032090.1	1116605	1117036	-	3643437	MDJ2	CAALFM_C205450CA	XP_714933.1	143	Mdj2p
2	NC_032090.1	1118612	1120126	+	3643438	CDC19	CAALFM_C205460WA	XP_714934.1	504	pyruvate kinase
2	NC_032090.1	1120484	1121404	+	3643416	COQ5	CAALFM_C205470WA	XP_714936.1	306	2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase
2	NC_032090.1	1121552	1121806	-	30515123	-	CAALFM_C205480CA	XP_019330777.1	84	hypothetical protein CAALFM_C205480CA
2	NC_032090.1	1121980	1122426	+	3643417	-	CAALFM_C205490WA	XP_714937.1	148	hypothetical protein CAALFM_C205490WA
2	NC_032090.1	1122648	1123349	+	3643418	ATP4	CAALFM_C205500WA	XP_714938.1	233	F1F0 ATP synthase subunit 4
2	NC_032090.1	1123477	1124784	-	3643420	-	CAALFM_C205510CA	XP_714940.1	435	hypothetical protein CAALFM_C205510CA
2	NC_032090.1	1125205	1126004	+	3643421	-	CAALFM_C205520WA	XP_019330778.1	246	hypothetical protein CAALFM_C205520WA
2	NC_032090.1	1126080	1127237	-	3643422	-	CAALFM_C205530CA	XP_714942.2	385	hypothetical protein CAALFM_C205530CA
2	NC_032090.1	1127540	1128659	-	3645559	-	CAALFM_C205540CA	XP_019330779.1	347	U1 snRNP complex subunit
2	NC_032090.1	1128947	1129336	+	3645560	-	CAALFM_C205550WA	XP_712798.1	129	hypothetical protein CAALFM_C205550WA
2	NC_032090.1	1129692	1130708	+	3645561	-	CAALFM_C205560WA	XP_712799.1	338	hypothetical protein CAALFM_C205560WA
2	NC_032090.1	1130820	1131869	-	3645562	-	CAALFM_C205570CA	XP_712800.1	349	hypothetical protein CAALFM_C205570CA
2	NC_032090.1	1134957	1139015	+	3645563	-	CAALFM_C205580WA	XP_712801.1	1352	hypothetical protein CAALFM_C205580WA
2	NC_032090.1	1139195	1140115	-	3645564	-	CAALFM_C205590CA	XP_712802.1	306	putative amidotransferase
2	NC_032090.1	1141641	1142261	-	3645565	RPS8A	CAALFM_C205610CA	XP_712803.1	206	ribosomal 40S subunit protein S8B
2	NC_032090.1	1143167	1143379	+	30515125	KTI11	CAALFM_C205620WA	XP_019330780.1	70	Kti11p
2	NC_032090.1	1149967	1151790	+	3645566	-	CAALFM_C205640WA	XP_712804.1	607	hypothetical protein CAALFM_C205640WA
2	NC_032090.1	1152540	1155374	+	3645567	VPS35	CAALFM_C205650WA	XP_712805.1	944	retromer subunit
2	NC_032090.1	1156982	1159933	+	3645568	PNG2	CAALFM_C205660WA	XP_712806.2	983	Png2p
2	NC_032090.1	1160140	1160940	-	3645570	-	CAALFM_C205670CA	XP_712808.1	266	tRNA splicing endonuclease subunit
2	NC_032090.1	1161273	1163942	+	3645571	COG4	CAALFM_C205680WA	XP_712809.1	889	Golgi transport complex subunit
2	NC_032090.1	1164030	1164677	-	3645572	YTH1	CAALFM_C205690CA	XP_712810.1	215	cleavage polyadenylation factor RNA-binding subunit
2	NC_032090.1	1165370	1166881	+	3645573	OSM1	CAALFM_C205700WA	XP_712811.1	503	Osm1p
2	NC_032090.1	1167165	1167944	-	30515127	-	CAALFM_C205710CA	XP_019330781.1	107	ribosomal 60S subunit protein L33A
2	NC_032090.1	1168416	1169708	-	3645574	-	CAALFM_C205720CA	XP_712812.2	430	oxysterol-binding protein
2	NC_032090.1	1170270	1171727	-	3645575	GWT1	CAALFM_C205730CA	XP_712813.2	485	glucosaminyl-phosphotidylinositol O-acyltransferase
2	NC_032090.1	1172463	1174007	+	3645576	SPO7	CAALFM_C205740WA	XP_712814.1	514	Nem1-Spo7 phosphatase regulatory subunit
2	NC_032090.1	1174515	1175765	+	3645577	-	CAALFM_C205750WA	XP_712815.2	416	hypothetical protein CAALFM_C205750WA
2	NC_032090.1	1175951	1176283	-	3645578	-	CAALFM_C205760CA	XP_712816.1	110	hypothetical protein CAALFM_C205760CA
2	NC_032090.1	1178196	1179634	+	3645579	-	CAALFM_C205770WA	XP_019330782.1	442	hypothetical protein CAALFM_C205770WA
2	NC_032090.1	1180382	1181722	-	3645580	MKK2	CAALFM_C205780CA	XP_712818.1	446	mitogen-activated protein kinase kinase
2	NC_032090.1	1182436	1185167	-	3645582	RFC1	CAALFM_C205790CA	XP_019330783.1	888	replication factor C subunit 1
2	NC_032090.1	1185717	1187078	-	3645584	-	CAALFM_C205800CA	XP_712822.2	453	hypothetical protein CAALFM_C205800CA
2	NC_032090.1	1189182	1190819	+	3647481	-	CAALFM_C205810WA	XP_710912.1	545	hypothetical protein CAALFM_C205810WA
2	NC_032090.1	1191654	1193099	+	3647482	-	CAALFM_C205820WA	XP_710913.2	481	hypothetical protein CAALFM_C205820WA
2	NC_032090.1	1193133	1194662	-	3647483	-	CAALFM_C205830CA	XP_710914.1	509	Hsp90 cochaperone
2	NC_032090.1	1194847	1196127	+	3647484	-	CAALFM_C205840WA	XP_710915.2	426	hypothetical protein CAALFM_C205840WA
2	NC_032090.1	1196120	1198435	-	3647472	-	CAALFM_C205850CA	XP_710917.2	771	Golgi transport complex subunit
2	NC_032090.1	1198788	1200521	-	3647473	-	CAALFM_C205860CA	XP_710918.2	577	hypothetical protein CAALFM_C205860CA
2	NC_032090.1	1204055	1204384	+	30515128	-	CAALFM_C205870WA	XP_019330784.1	88	hypothetical protein CAALFM_C205870WA
2	NC_032090.1	1204413	1205714	-	3647474	IDP1	CAALFM_C205890CA	XP_710919.2	433	isocitrate dehydrogenase (NADP(+))
2	NC_032090.1	1206361	1207523	+	3647475	-	CAALFM_C205900WA	XP_019330785.1	366	SUMO ligase
2	NC_032090.1	1208390	1210834	+	3647476	-	CAALFM_C205910WA	XP_710921.2	814	hypothetical protein CAALFM_C205910WA
2	NC_032090.1	1211100	1211381	-	30515130	COX8	CAALFM_C205920CA	XP_019330786.1	93	cytochrome c oxidase subunit VIII
2	NC_032090.1	1211755	1211940	+	30515131	COX9	CAALFM_C205930WA	XP_019330787.1	61	cytochrome c oxidase subunit VIIa
2	NC_032090.1	1212168	1214264	-	3647477	VPS33	CAALFM_C205940CA	XP_710922.1	698	tethering complex ATP-binding subunit
2	NC_032090.1	1214551	1215612	-	3647478	TES15	CAALFM_C205950CA	XP_710923.1	353	Tes15p
2	NC_032090.1	1215977	1216873	-	3647479	-	CAALFM_C205960CA	XP_710924.2	298	hypothetical protein CAALFM_C205960CA
2	NC_032090.1	1217596	1218492	-	3647480	TES1	CAALFM_C205970CA	XP_710925.1	298	Tes1p
2	NC_032090.1	1219015	1219995	-	3644075	-	CAALFM_C205980CA	XP_714292.2	326	hypothetical protein CAALFM_C205980CA
2	NC_032090.1	1221317	1222471	-	3644074	-	CAALFM_C205990CA	XP_714291.1	384	hypothetical protein CAALFM_C205990CA
2	NC_032090.1	1223238	1224716	+	3644073	LAS1	CAALFM_C206000WA	XP_714290.2	492	rRNA-processing protein
2	NC_032090.1	1225302	1230872	+	3644072	SPO72	CAALFM_C206010WA	XP_714289.2	1856	Spo72p
2	NC_032090.1	1232702	1234528	+	3644071	CNT	CAALFM_C206020WA	XP_714288.1	608	Cntp
2	NC_032090.1	1234771	1236204	+	3644070	-	CAALFM_C206030WA	XP_714287.2	477	hypothetical protein CAALFM_C206030WA
2	NC_032090.1	1236216	1237487	-	3644069	-	CAALFM_C206040CA	XP_714286.2	423	N-acetyltransferase
2	NC_032090.1	1238997	1241150	+	3644100	FAA2-1	CAALFM_C206070WA	XP_714284.2	717	Faa2-1p
2	NC_032090.1	1241414	1242331	-	3644098	-	CAALFM_C206080CA	XP_714282.2	305	hypothetical protein CAALFM_C206080CA
2	NC_032090.1	1242516	1245644	+	3644097	-	CAALFM_C206090WA	XP_714281.2	1042	hypothetical protein CAALFM_C206090WA
2	NC_032090.1	1246014	1248281	+	3644096	PMT4	CAALFM_C206100WA	XP_714280.2	755	dolichyl-phosphate-mannose-protein mannosyltransferase
2	NC_032090.1	1248593	1249798	+	3644094	-	CAALFM_C206110WA	XP_714278.1	401	exopolyphosphatase
2	NC_032090.1	1249804	1250850	-	3644084	-	CAALFM_C206120CA	XP_714277.1	348	putative polyadenylation protein
2	NC_032090.1	1251040	1251990	+	3644083	CSM3	CAALFM_C206130WA	XP_714276.1	316	Csm3p
2	NC_032090.1	1252015	1253619	-	3644082	-	CAALFM_C206140CA	XP_714275.1	534	hypothetical protein CAALFM_C206140CA
2	NC_032090.1	1253885	1254724	-	3644080	RPN10	CAALFM_C206150CA	XP_714273.1	279	proteasome regulatory particle base subunit
2	NC_032090.1	1255039	1255347	+	3644079	-	CAALFM_C206160WA	XP_714272.1	102	hypothetical protein CAALFM_C206160WA
2	NC_032090.1	1255583	1259896	-	3644077	ECM17	CAALFM_C206170CA	XP_714270.2	1437	sulfite reductase (NADPH) subunit beta
2	NC_032090.1	1260497	1261645	-	3646917	FGR12	CAALFM_C206180CA	XP_711471.1	382	Fgr12p
2	NC_032090.1	1262842	1264551	+	3646918	ILV1	CAALFM_C206190WA	XP_711472.1	569	threonine ammonia-lyase
2	NC_032090.1	1264660	1266624	-	3646908	-	CAALFM_C206200CA	XP_711475.1	654	GTPase
2	NC_032090.1	1266800	1267978	-	3646909	SER1	CAALFM_C206210CA	XP_711476.1	392	O-phospho-L-serine:2-oxoglutarate transaminase
2	NC_032090.1	1268218	1269177	-	3646910	MEC3	CAALFM_C206220CA	XP_711477.1	319	Mec3p
2	NC_032090.1	1269257	1271869	+	3646911	-	CAALFM_C206230WA	XP_711478.1	870	cleavage polyadenylation factor subunit
2	NC_032090.1	1272064	1272479	+	30515133	SMD2	CAALFM_C206240WA	XP_019330788.1	112	mRNA splicing protein
2	NC_032090.1	1272572	1274758	-	3646912	CDC46	CAALFM_C206250CA	XP_711479.1	728	MCM DNA helicase complex subunit
2	NC_032090.1	1275158	1275673	+	3646913	-	CAALFM_C206260WA	XP_711480.1	171	hypothetical protein CAALFM_C206260WA
2	NC_032090.1	1275898	1277094	+	3646921	-	CAALFM_C206270WA	XP_711481.2	398	hypothetical protein CAALFM_C206270WA
2	NC_032090.1	1277091	1278281	-	3646923	-	CAALFM_C206280CA	XP_711483.2	396	hypothetical protein CAALFM_C206280CA
2	NC_032090.1	1278612	1279313	-	30515134	ATP14	CAALFM_C206290CA	XP_019330789.1	108	F1F0 ATP synthase subunit h
2	NC_032090.1	1279697	1280149	+	3646924	-	CAALFM_C206300WA	XP_711484.1	150	hypothetical protein CAALFM_C206300WA
2	NC_032090.1	1280608	1281252	-	3646925	GSP1	CAALFM_C206310CA	XP_711485.1	214	Ran GTPase
2	NC_032090.1	1285202	1288468	+	3646927	-	CAALFM_C206320WA	XP_711487.1	1088	hypothetical protein CAALFM_C206320WA
2	NC_032090.1	1288828	1290435	-	3646928	AVT1	CAALFM_C206330CA	XP_711488.1	535	Avt1p
2	NC_032090.1	1295311	1297473	+	3646929	EFH1	CAALFM_C206340WA	XP_711489.1	720	Efh1p
2	NC_032090.1	1297757	1299199	-	3646919	-	CAALFM_C206350CA	XP_711490.2	480	hypothetical protein CAALFM_C206350CA
2	NC_032090.1	1299920	1300867	-	3646920	MAK16	CAALFM_C206360CA	XP_711491.1	315	ribosome biosynthesis protein
2	NC_032090.1	1301184	1301768	-	3646554	SCP1	CAALFM_C206370CA	XP_711824.2	194	Scp1p
2	NC_032090.1	1302199	1304011	-	3646556	IMH3	CAALFM_C206390CA	XP_019330790.1	521	IMP dehydrogenase
2	NC_032090.1	1305528	1308080	-	3646557	RTS1	CAALFM_C206420CA	XP_711827.1	850	protein phosphatase 2A regulatory subunit
2	NC_032090.1	1309685	1310272	-	3646558	-	CAALFM_C206430CA	XP_711828.1	195	ethanol metabolism protein
2	NC_032090.1	1310642	1311376	-	3646565	-	CAALFM_C206440CA	XP_711829.1	244	hypothetical protein CAALFM_C206440CA
2	NC_032090.1	1314688	1316082	+	3646566	RTA3	CAALFM_C206460WA	XP_711830.2	464	Rta3p
2	NC_032090.1	1317087	1318448	+	3646567	RTA2	CAALFM_C206470WA	XP_711831.1	453	phospholipid-translocating ATPase
2	NC_032090.1	1318661	1319632	+	3646568	-	CAALFM_C206480WA	XP_711832.1	323	tRNA (guanine(9)-N(1))-methyltransferase
2	NC_032090.1	1319860	1321047	+	3646569	-	CAALFM_C206490WA	XP_711833.1	395	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase
2	NC_032090.1	1321731	1323038	+	3646570	-	CAALFM_C206510WA	XP_019330791.1	414	hypothetical protein CAALFM_C206510WA
2	NC_032090.1	1323080	1323985	-	3646571	-	CAALFM_C206520CA	XP_711835.1	301	thiamine transporter
2	NC_032090.1	1324473	1325444	+	3646572	-	CAALFM_C206530WA	XP_711836.1	323	hypothetical protein CAALFM_C206530WA
2	NC_032090.1	1325586	1329257	-	3646573	SPF1	CAALFM_C206540CA	XP_711837.1	1223	ion-transporting P-type ATPase
